CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score
16471,5545,1,223.95,5,2,1
15175,5342,1,224.14,4,1,1
17171,5560,1,224.91,5,2,1
16587,5503,1,225.15,5,2,1
14052,5290,1,225.36,2,1,1
12402,5594,1,225.6,5,2,1
14357,5314,1,225.77,3,1,1
14624,5328,2,225.85,3,2,1
17789,5552,1,225.9,5,2,1
12672,5600,1,225.9,5,2,1
16777,5351,2,226.35,4,2,1
16315,5601,1,226.37,5,2,1
17572,5342,4,226.75,4,4,1
17212,5524,1,226.85,5,2,1
14569,5272,1,227.39,1,1,1
16527,5352,1,228.06,4,1,1
17969,5437,2,228.2,4,3,1
13070,5463,1,228.8,5,1,1
13712,5517,1,228.84,5,2,1
13146,5297,1,228.91,2,1,1
17347,5357,1,228.96,4,1,1
15528,5525,1,229.33,5,2,1
13474,5507,1,229.59,5,2,1
12812,5315,1,229.64,3,1,1
14311,5496,2,229.71,5,3,1
13960,5292,2,230.22,2,2,1
16926,5642,1,230.25,5,2,1
13786,5638,1,230.4,5,2,1
16445,5304,1,230.51,3,1,1
15866,5372,1,230.53,4,1,1
16321,5343,7,230.7,4,5,1
16641,5376,1,231.1,4,1,1
15393,5287,2,231.86,2,2,1
15257,5552,2,232.15,5,3,1
16117,5460,1,232.21,5,1,1
16971,5273,2,232.21,1,2,1
18213,5507,1,232.48,5,2,1
13678,5422,1,232.6,4,1,1
14995,5309,2,233.23,3,2,1
16583,5644,1,233.45,5,2,1
13348,5335,1,233.76,3,1,1
15483,5432,4,233.81,4,4,1
12736,5603,1,234.0,5,2,1
16961,5387,1,234.17,4,1,1
17060,5537,1,234.24,5,2,1
14473,5345,2,234.34,4,2,1
15462,5365,3,234.6,4,3,1
15598,5306,3,235.68,3,3,1
13187,5608,1,236.02,5,2,1
16026,5314,1,236.09,3,1,1
12732,5450,1,236.26,5,1,1
18024,5423,3,236.78,4,3,1
15457,5533,1,237.07,5,2,1
17877,5441,1,237.61,4,1,1
12718,5342,1,238.25,4,1,1
12561,5573,1,238.85,5,2,1
15850,5290,2,238.85,2,2,1
18270,5309,3,238.95,3,3,1
16756,5485,1,239.4,5,1,1
17684,5314,1,239.41,3,1,1
13570,5514,1,239.49,5,2,1
15690,5275,2,239.76,1,2,1
17181,5328,2,239.92,3,2,1
17256,5378,2,240.0,4,3,1
13565,5290,2,240.22,2,2,1
15154,5345,2,240.27,4,2,1
15286,5320,1,240.55,3,1,1
16427,5534,2,241.06,5,3,1
14523,5379,1,241.09,4,1,1
15776,5404,1,241.62,4,1,1
16330,5288,4,242.21,2,4,1
16215,5351,1,242.35,4,1,1
14647,5472,1,243.22,5,1,1
17908,5644,1,243.28,5,2,1
17339,5365,2,243.36,4,3,1
15634,5288,1,243.55,2,1,1
13886,5342,1,243.56,4,1,1
16048,5356,3,243.69,4,3,1
16793,5328,1,243.84,3,1,1
13103,5310,1,243.94,3,1,1
17925,5643,1,244.08,5,2,1
17892,5327,3,244.1,3,3,1
16528,5274,1,244.41,1,1,1
16601,5311,1,244.8,3,1,1
15118,5405,1,244.8,4,1,1
12660,5282,1,245.1,2,1,1
17771,5327,2,245.81,3,2,1
16778,5345,2,245.94,4,2,1
12908,5329,4,246.0,3,4,1
17278,5512,1,246.04,5,2,1
15783,5281,1,246.3,1,1,2
17051,5465,1,247.14,5,1,2
14658,5276,2,247.15,1,2,2
13349,5281,1,247.32,1,1,2
15107,5582,8,247.66,5,5,2
13592,5306,4,247.96,3,4,2
15097,5275,1,248.08,1,1,2
16510,5643,1,248.1,5,2,2
18212,5597,1,248.42,5,2,2
17111,5318,1,248.61,3,1,2
13061,5343,1,248.61,4,1,2
18005,5274,2,249.72,1,2,2
17190,5329,3,249.74,3,3,2
17456,5636,1,249.86,5,2,2
15510,5601,1,250.0,5,2,2
17303,5632,1,250.04,5,2,2
16596,5286,2,250.15,2,2,2
13207,5286,2,250.26,2,2,2
14764,5314,2,250.55,3,2,2
13512,5531,1,251.21,5,2,2
16024,5283,1,251.24,2,1,2
16976,5538,1,251.52,5,2,2
17155,5288,2,251.7,2,2,2
16836,5310,2,251.87,3,2,2
13711,5489,2,252.06,5,3,2
13645,5391,1,252.1,4,1,2
18009,5506,2,252.24,5,3,2
15346,5603,1,252.42,5,2,2
13404,5272,2,252.49,1,2,2
15035,5360,1,252.73,4,1,2
17860,5639,1,252.8,5,2,2
15759,5489,3,253.04,5,3,2
12829,5593,3,253.05,5,3,2
15689,5390,2,254.1,4,3,2
14765,5300,3,254.11,2,3,2
12604,5350,2,254.18,4,2,2
13121,5540,2,254.73,5,3,2
15261,5406,1,254.82,4,1,2
16226,5474,3,255.12,5,3,2
14881,5290,1,255.4,2,1,2
15277,5317,1,255.9,3,1,2
14761,5329,2,255.9,3,2,2
17896,5294,1,256.32,2,1,2
13806,5334,1,256.38,3,1,2
12430,5314,1,256.4,3,1,2
13626,5523,1,257.23,5,2,2
14375,5456,1,257.68,5,1,2
13227,5472,1,257.7,5,1,2
13277,5286,4,258.4,2,4,2
14350,5541,2,258.7,5,3,2
14915,5356,3,258.83,4,3,2
15577,5422,3,258.88,4,3,2
16447,5406,1,259.01,4,1,2
13127,5348,1,259.17,4,1,2
17125,5321,1,259.35,3,1,2
16217,5506,4,259.39,5,4,2
14149,5483,3,259.43,5,3,2
15143,5496,1,259.45,5,2,2
15014,5314,2,260.17,3,2,2
14053,5395,2,260.25,4,3,2
13189,5289,2,260.68,2,2,2
17385,5285,1,261.11,2,1,2
16413,5327,1,262.2,3,1,2
17194,5544,2,262.62,5,3,2
16936,5296,1,262.68,2,1,2
12492,5334,2,263.21,3,2,2
15894,5524,2,263.55,5,3,2
13369,5625,2,263.75,5,3,2
14452,5281,2,264.44,1,2,2
15912,5449,2,264.62,5,3,2
18108,5519,2,264.65,5,3,2
13973,5558,1,264.7,5,2,2
14423,5489,1,265.2,5,1,2
17430,5303,2,265.76,3,2,2
14068,5591,1,265.85,5,2,2
17636,5279,2,265.93,1,2,2
15019,5537,1,266.0,5,2,2
12962,5278,2,266.39,1,2,2
15119,5516,1,266.4,5,2,2
14863,5300,1,266.76,2,1,2
16451,5358,1,266.97,4,1,2
15517,5504,1,267.03,5,2,2
17708,5458,2,267.08,5,3,2
15320,5315,1,267.13,3,1,2
17550,5468,3,267.16,5,3,2
15408,5535,1,267.18,5,2,2
14727,5545,1,268.58,5,2,2
15609,5453,2,270.03,5,3,2
17094,5589,2,270.2,5,3,2
13242,5383,3,270.4,4,3,2
14520,5272,2,270.6,1,2,2
13533,5453,3,270.79,5,3,2
15774,5339,1,270.8,3,1,2
16648,5309,2,270.86,3,2,2
17011,5301,1,270.9,2,1,2
17496,5629,1,271.05,5,2,2
17767,5286,1,271.2,2,1,2
13837,5482,2,271.24,5,3,2
13058,5295,3,271.4,2,3,2
14816,5468,1,271.85,5,1,2
13917,5320,2,272.04,3,2,2
14819,5335,2,272.07,3,2,2
17498,5346,1,272.22,4,1,2
13085,5428,3,272.38,4,3,2
17254,5275,2,272.44,1,2,2
16727,5635,1,272.82,5,2,2
16313,5274,2,274.15,1,2,2
18190,5463,3,274.51,5,3,2
12703,5335,2,274.7,3,2,2
14512,5458,2,275.28,5,3,2
16297,5483,4,275.4,5,4,2
16810,5463,2,275.64,5,3,2
12750,5399,1,275.88,4,1,2
14508,5293,2,276.42,2,2,2
13272,5302,2,276.56,3,2,2
16883,5458,2,276.73,5,3,2
15355,5300,2,277.05,2,2,2
13803,5526,1,277.07,5,2,2
17968,5644,1,277.35,5,2,2
15279,5625,2,277.41,5,3,2
14908,5345,1,277.8,4,1,2
14850,5582,2,278.15,5,3,2
17786,5356,2,278.74,4,3,2
14480,5282,1,279.05,1,1,2
15556,5295,1,279.77,2,1,2
14975,5328,1,279.94,3,1,2
16149,5275,2,280.52,1,2,2
13606,5300,3,280.54,2,3,2
14242,5505,2,280.55,5,3,2
16292,5388,2,280.9,4,3,2
16848,5323,1,281.42,3,1,2
17403,5307,1,281.62,3,1,2
16557,5295,2,281.85,2,2,2
17247,5286,1,282.19,2,1,2
13177,5335,1,282.45,3,1,2
13754,5422,2,282.6,4,3,2
17694,5412,1,283.12,4,1,2
17251,5633,1,283.28,5,2,2
17783,5343,2,283.47,4,2,2
13439,5526,1,283.71,5,2,2
16429,5377,1,284.55,4,1,2
17080,5293,3,285.5,2,3,2
14660,5357,2,285.74,4,3,2
16555,5306,2,285.89,3,2,2
13760,5325,2,286.79,3,2,2
16998,5420,6,287.02,4,4,2
16432,5335,1,287.4,3,1,2
17760,5292,2,287.59,2,2,2
17977,5300,1,288.14,2,1,2
15396,5383,1,288.18,4,1,2
16808,5370,2,288.42,4,3,2
17501,5491,2,288.6,5,3,2
14549,5582,1,289.24,5,2,2
16125,5638,1,289.35,5,2,2
14162,5444,2,289.36,4,3,2
14953,5296,1,289.82,2,1,2
14339,5505,4,289.91,5,4,2
17464,5429,1,289.96,4,1,2
14784,5297,2,289.99,2,2,2
17081,5296,2,290.16,2,2,2
16526,5442,1,290.36,4,1,2
17691,5629,2,290.4,5,3,2
14947,5343,2,290.82,4,2,2
13479,5469,3,291.0,5,3,2
14656,5440,2,291.05,4,3,2
13544,5310,2,291.41,3,2,2
13745,5422,2,291.54,4,3,2
13449,5294,1,291.88,2,1,2
13502,5287,3,292.0,2,3,2
13259,5332,1,292.32,3,1,2
16956,5280,2,292.34,1,2,2
16721,5533,1,292.47,5,2,2
15545,5325,2,292.72,3,2,2
17163,5292,2,293.1,2,2,2
17531,5391,2,293.45,4,3,2
15732,5483,2,294.12,5,3,2
17506,5341,2,294.29,3,2,2
14747,5518,2,294.3,5,3,2
13573,5321,2,294.4,3,2,2
16781,5636,2,294.65,5,3,2
17912,5581,6,295.61,5,4,2
13504,5335,1,295.93,3,1,2
13751,5559,1,296.25,5,2,2
13441,5362,1,296.64,4,1,2
18059,5280,4,296.71,1,4,2
14985,5469,2,296.75,5,3,2
13708,5542,1,296.88,5,2,2
15857,5289,1,297.0,2,1,2
18053,5337,2,297.07,3,2,2
18220,5490,2,297.78,5,3,2
13466,5371,2,297.95,4,3,2
12881,5546,1,298.0,5,2,2
17678,5534,1,298.11,5,2,2
17824,5322,1,298.4,3,1,2
17255,5311,2,298.41,3,2,2
17124,5456,1,298.89,5,1,2
18215,5360,1,299.34,4,1,2
13863,5516,2,299.56,5,3,2
16402,5535,2,299.6,5,3,2
12852,5561,2,299.75,5,3,2
15254,5398,1,300.36,4,1,2
13304,5622,1,300.42,5,2,2
14762,5534,1,300.52,5,2,2
16479,5281,2,300.83,1,2,2
16430,5328,1,300.85,3,1,2
17978,5636,1,300.92,5,2,2
15623,5412,1,301.03,4,1,2
15148,5281,1,301.29,1,1,2
15667,5310,1,301.32,3,1,2
16715,5349,1,301.72,4,1,2
15054,5283,2,302.1,2,2,2
15308,5541,2,302.27,5,3,2
16104,5332,1,302.36,3,1,2
18165,5448,1,302.46,5,1,2
14248,5589,1,302.58,5,2,2
16425,5573,1,302.7,5,2,2
15060,5279,4,303.09,1,4,2
17433,5359,1,303.16,4,1,2
16689,5346,3,303.26,4,3,2
13083,5275,2,303.75,1,2,2
16400,5365,1,303.93,4,1,2
13343,5443,2,303.93,4,3,2
17732,5643,1,303.97,5,2,2
18185,5520,1,304.25,5,2,2
15163,5289,2,304.47,2,2,2
17941,5401,1,304.56,4,1,2
13667,5420,1,305.02,4,1,2
12623,5547,1,305.1,5,2,2
13045,5370,1,305.28,4,1,2
16181,5344,1,305.54,4,1,2
16796,5360,1,305.62,4,1,2
12785,5273,2,305.71,1,2,2
15219,5447,1,305.75,5,1,2
17176,5472,1,306.13,5,1,2
15659,5314,1,306.45,3,1,2
13718,5517,2,306.55,5,3,2
17157,5278,3,306.55,1,3,2
17334,5572,3,306.6,5,3,2
16668,5286,6,306.72,2,4,2
17551,5630,1,306.84,5,2,2
15087,5552,1,306.94,5,2,2
13142,5290,1,307.09,2,1,2
13932,5565,1,307.4,5,2,2
17120,5504,1,307.46,5,2,2
13060,5524,1,307.53,5,2,2
13395,5456,1,307.72,5,1,2
13529,5349,2,307.76,4,2,2
16123,5322,1,307.78,3,1,2
14206,5510,2,308.26,5,3,2
16227,5490,2,308.32,5,3,2
17510,5295,1,308.48,2,1,2
13699,5426,1,308.58,4,1,2
15010,5306,1,308.94,3,1,2
13787,5346,2,309.04,4,2,2
12884,5359,1,309.05,4,1,2
17604,5488,2,309.36,5,3,2
14847,5419,1,309.4,4,1,2
15699,5288,1,309.65,2,1,2
15661,5588,2,309.8,5,3,2
15101,5279,3,310.03,1,3,2
14924,5516,1,310.05,5,2,2
15224,5629,3,310.48,5,3,2
15185,5341,1,310.62,4,1,2
17266,5273,3,310.64,1,3,2
13897,5321,1,311.16,3,1,2
17854,5456,2,311.26,5,3,2
13990,5484,1,311.3,5,1,2
14327,5434,1,311.65,4,1,2
14951,5350,1,311.69,4,1,2
15326,5604,1,311.71,5,2,2
14142,5644,1,311.81,5,2,2
16450,5420,1,311.92,4,1,2
17070,5385,1,312.14,4,1,2
17362,5510,2,312.23,5,3,2
12834,5553,1,312.38,5,2,2
16739,5443,2,312.55,4,3,2
15318,5274,1,312.62,1,1,2
13845,5335,1,312.98,3,1,2
17172,5345,2,313.26,4,2,2
15880,5640,2,313.28,5,3,2
14729,5644,1,313.49,5,2,2
16582,5384,1,313.62,4,1,2
12888,5485,4,313.77,5,4,2
13484,5512,1,313.8,5,2,2
15970,5574,1,314.1,5,2,2
14902,5292,2,314.11,2,2,2
12650,5274,1,314.44,1,1,2
16193,5507,1,314.45,5,2,2
17237,5282,2,314.69,1,2,2
16473,5435,4,314.86,4,4,2
15766,5335,1,315.06,3,1,2
16091,5425,2,315.06,4,3,2
12614,5548,1,315.6,5,2,2
15597,5300,2,315.72,2,2,2
14479,5524,2,316.25,5,3,2
13494,5582,1,316.26,5,2,2
17458,5286,1,316.5,2,1,2
15204,5628,1,316.58,5,2,2
16761,5367,1,316.62,4,1,2
15243,5345,1,316.68,4,1,2
15385,5311,1,316.88,3,1,2
16386,5299,2,317.2,2,2,2
17267,5398,2,317.62,4,3,2
18066,5346,1,318.0,4,1,2
12648,5425,1,318.05,4,1,2
15363,5512,2,318.05,5,3,2
14703,5285,1,318.17,2,1,2
17248,5391,1,318.65,4,1,2
17229,5367,2,318.76,4,3,2
16967,5460,1,319.02,5,1,2
16499,5631,5,319.1,5,4,2
14264,5425,3,319.47,4,3,2
16674,5325,2,319.61,3,2,2
16716,5537,3,319.8,5,3,2
13091,5292,2,319.82,2,2,2
13986,5288,1,320.46,2,1,2
14622,5455,1,320.58,5,1,2
16096,5535,1,320.62,5,2,2
12365,5562,3,320.69,5,3,2
18117,5296,1,320.72,2,1,2
15236,5569,1,321.05,5,2,2
13497,5553,3,321.05,5,3,2
14823,5451,3,321.43,5,3,2
14484,5321,1,321.92,3,1,2
14424,5288,1,322.08,2,1,2
16342,5346,4,322.41,4,4,2
16627,5350,1,322.8,4,1,2
13955,5425,2,322.96,4,3,2
17793,5296,1,323.04,2,1,2
18276,5292,3,323.36,2,3,2
15675,5352,3,323.69,4,3,2
14555,5328,2,324.14,3,2,2
18261,5314,2,324.24,3,2,2
16685,5332,2,324.24,3,2,2
13801,5337,1,324.8,3,1,2
12790,5463,1,324.92,5,1,2
15213,5589,3,325.05,5,3,2
15944,5547,1,325.1,5,2,2
17866,5413,2,325.7,4,3,2
16830,5309,1,325.91,3,1,2
12844,5300,2,325.96,2,2,2
16071,5315,1,326.24,3,1,2
17715,5471,1,326.4,5,1,2
14987,5286,2,326.4,2,2,2
16322,5272,2,326.75,1,2,2
14870,5532,1,327.25,5,2,2
16366,5289,1,327.3,2,1,2
14024,5392,2,327.7,4,3,2
15314,5470,1,327.97,5,1,2
16318,5306,1,328.15,3,1,2
16855,5294,2,328.4,2,2,2
14012,5548,1,328.8,5,2,2
15153,5302,1,329.25,3,1,2
17154,5346,1,329.34,4,1,2
13239,5532,1,329.56,5,2,2
17615,5401,3,329.6,4,3,2
14716,5314,2,329.68,3,2,2
12953,5280,1,329.85,1,1,2
16593,5321,3,330.03,3,3,2
15130,5440,1,330.11,4,1,2
14517,5304,2,330.45,3,2,2
13706,5573,1,330.79,5,2,2
15714,5282,2,330.88,1,2,2
17862,5594,1,330.9,5,2,2
16478,5296,3,331.0,2,3,2
12891,5456,3,331.0,5,3,2
15210,5496,1,331.18,5,1,2
16030,5580,1,331.24,5,2,2
16177,5321,1,331.95,3,1,2
16803,5336,1,332.3,3,1,2
16850,5604,1,332.41,5,2,2
13904,5308,2,332.64,3,2,2
16625,5545,1,333.08,5,2,2
13727,5299,2,333.48,2,2,2
15781,5296,4,333.56,2,4,2
13216,5538,1,333.74,5,2,2
15918,5461,2,334.23,5,3,2
12350,5581,1,334.4,5,2,2
15466,5356,1,334.53,4,1,2
14988,5482,1,334.54,5,1,2
12489,5607,1,334.93,5,2,2
17221,5278,2,335.13,1,2,2
16063,5531,1,335.32,5,2,2
14196,5377,1,335.52,4,1,2
15921,5443,1,336.03,4,1,2
18078,5488,2,336.13,5,3,2
14954,5283,1,336.17,2,1,2
15619,5281,1,336.4,1,1,2
17384,5290,2,336.4,2,2,2
17914,5274,1,336.43,1,1,2
16105,5519,1,336.96,5,2,2
17973,5322,1,337.04,3,1,2
13930,5328,2,337.34,3,2,2
15942,5404,1,337.44,4,1,2
17736,5280,4,337.49,1,4,2
15652,5362,1,337.74,4,1,2
16183,5338,1,338.71,3,1,2
17839,5313,1,338.8,3,1,2
17697,5507,1,338.95,5,2,2
16545,5435,1,339.3,4,1,2
17045,5384,3,339.44,4,3,2
13737,5471,1,339.6,5,1,2
15115,5289,1,340.11,2,1,2
12519,5334,1,340.84,3,1,2
14491,5446,2,340.93,5,3,2
17917,5316,3,341.28,3,3,2
13347,5341,1,341.36,4,1,2
16826,5322,1,341.7,3,1,2
16851,5275,3,342.45,1,3,2
17201,5324,1,342.63,3,1,2
18250,5572,2,342.92,5,3,2
14320,5477,3,343.11,5,3,2
12875,5414,2,343.23,4,3,2
18081,5307,3,343.45,3,3,2
15520,5272,1,343.5,1,1,2
15047,5540,1,343.62,5,2,2
15120,5400,2,343.82,4,3,2
13068,5281,2,344.0,1,2,2
17569,5603,1,344.14,5,2,2
16978,5348,1,344.33,4,1,2
14633,5537,1,344.9,5,2,2
13774,5352,1,345.0,4,1,2
17123,5432,1,345.3,4,1,2
15840,5329,3,345.66,3,3,2
16858,5637,2,345.89,5,3,2
16423,5295,1,346.12,2,1,2
13649,5527,2,346.6,5,3,2
12566,5343,2,346.7,4,2,2
15713,5414,3,346.75,4,3,2
13062,5462,1,346.98,5,1,2
13587,5302,3,347.0,2,3,2
12895,5313,3,347.3,3,3,2
17668,5272,2,347.75,1,2,2
18155,5346,4,347.82,4,4,2
14379,5315,2,348.1,3,2,2
13052,5483,1,348.15,5,1,2
16159,5552,1,348.2,5,2,2
15579,5339,2,348.6,3,2,2
12527,5352,3,348.71,4,3,2
18127,5290,3,348.73,2,3,2
13790,5275,1,348.8,1,1,2
13927,5345,1,348.99,4,1,2
15405,5460,1,349.1,5,1,2
13887,5475,1,349.55,5,1,2
13670,5346,1,349.7,4,1,2
12532,5301,1,349.83,2,1,2
13108,5643,1,350.06,5,2,2
13919,5324,3,350.16,3,3,2
17795,5450,2,350.39,5,3,2
17835,5273,3,350.64,1,3,2
13740,5511,1,350.75,5,2,2
13332,5285,1,350.9,2,1,2
15900,5294,1,351.11,2,1,2
13923,5324,1,351.13,3,1,2
15789,5629,1,351.3,5,2,2
14333,5335,2,351.45,3,2,2
15334,5427,3,351.67,4,3,2
18112,5283,2,352.69,2,2,2
15678,5323,1,352.7,3,1,2
17976,5643,1,353.19,5,2,2
14804,5279,1,353.27,1,1,2
13210,5364,1,353.48,4,1,2
13173,5275,2,353.65,1,2,2
12715,5377,1,353.86,4,1,2
17252,5387,2,353.86,4,3,2
15870,5303,1,354.09,3,1,2
12845,5538,4,354.09,5,4,2
17222,5336,1,354.15,3,1,2
13642,5486,1,354.8,5,1,2
17742,5384,2,355.11,4,3,2
12617,5300,1,355.53,2,1,2
14537,5328,1,355.56,3,1,2
12544,5300,2,355.7,2,2,2
15247,5393,1,356.0,4,1,2
14500,5359,3,356.85,4,3,2
13453,5436,2,356.98,4,3,2
18040,5290,2,357.2,2,2,2
17025,5331,3,357.77,3,3,2
16274,5644,1,357.95,5,2,2
13976,5477,1,357.98,5,1,2
13228,5352,1,358.0,4,1,2
16823,5498,1,358.38,5,2,2
17948,5418,1,358.56,4,1,2
14690,5315,3,358.61,3,3,2
15664,5321,2,358.63,3,2,2
13298,5272,1,360.0,1,1,2
13780,5278,2,360.01,1,2,2
16595,5332,1,360.16,3,1,2
15872,5285,2,360.93,2,2,2
13291,5426,1,361.11,4,1,2
16305,5409,1,361.22,4,1,2
14950,5279,2,361.25,1,2,2
13936,5442,2,361.28,4,3,2
13844,5282,1,361.62,2,1,2
16052,5325,1,362.06,3,1,2
17573,5300,4,362.9,2,4,2
16378,5518,3,362.95,5,3,2
14427,5321,2,363.34,3,2,2
13856,5439,5,363.4,4,4,2
14932,5636,1,363.53,5,2,2
15922,5643,2,363.6,5,3,2
16485,5348,1,363.65,4,1,2
18056,5559,1,363.65,5,2,2
12915,5419,2,363.65,4,3,2
16509,5567,1,363.7,5,2,2
14171,5369,1,363.79,4,1,2
15901,5287,3,363.88,2,3,2
17330,5293,2,363.9,2,2,2
12538,5300,1,363.95,2,1,2
16909,5335,2,364.14,3,2,2
14528,5308,1,364.22,3,1,2
15343,5358,1,364.5,4,1,2
12373,5582,1,364.6,5,2,2
15949,5287,2,364.72,2,2,2
14886,5523,1,364.8,5,2,2
15429,5297,3,364.9,2,3,2
16202,5631,1,365.27,5,2,2
13300,5435,2,365.29,4,3,2
17432,5289,2,365.76,2,2,2
17358,5574,2,365.85,5,3,2
17911,5280,1,366.23,1,1,2
15345,5306,2,367.69,3,2,2
16372,5304,2,367.93,3,2,2
14888,5478,1,369.2,5,1,2
16758,5336,1,369.34,3,1,2
16343,5287,2,370.48,2,2,2
15063,5484,1,370.8,5,1,2
15975,5355,1,371.01,4,1,2
15472,5384,1,371.56,4,1,2
17765,5429,3,371.88,4,3,2
16065,5636,1,372.09,5,2,2
12981,5300,2,372.22,2,2,2
17375,5461,4,372.5,5,4,2
16239,5327,3,372.9,3,3,2
16903,5300,1,373.24,2,1,2
13569,5288,2,373.75,2,2,2
13351,5337,1,373.94,3,1,2
12873,5553,1,374.0,5,2,2
17492,5519,1,374.57,5,2,2
14067,5334,2,374.7,3,2,2
16147,5404,1,375.0,4,1,2
14079,5395,1,375.1,4,1,2
14048,5548,2,375.13,5,3,2
14448,5280,2,375.35,1,2,2
17489,5329,2,376.64,3,2,2
15025,5304,1,377.01,3,1,2
12982,5510,2,377.2,5,3,2
13345,5547,2,377.6,5,3,2
17078,5307,2,378.2,3,2,2
17438,5518,2,378.3,5,3,2
13954,5272,3,378.59,1,3,2
13372,5360,1,378.64,4,1,2
15885,5363,3,379.35,4,3,2
16484,5444,3,379.4,4,3,2
17878,5314,1,379.45,3,1,2
14619,5510,2,379.51,5,3,2
13589,5285,2,379.65,2,2,2
13656,5435,2,379.65,4,3,2
16552,5513,2,379.73,5,3,2
14594,5278,2,379.83,1,2,2
17239,5583,2,379.95,5,3,2
14731,5318,3,380.02,3,3,2
17031,5282,2,380.35,2,2,2
16769,5531,1,380.39,5,2,2
12890,5295,1,380.47,2,1,2
17138,5546,1,380.5,5,2,2
16930,5297,3,380.55,2,3,2
15048,5336,5,380.57,3,4,2
12871,5355,2,380.64,4,3,2
16441,5338,2,381.2,3,2,2
15090,5579,1,381.32,5,2,2
13873,5390,4,381.7,4,4,2
17999,5308,2,382.06,3,2,2
13657,5281,2,382.14,1,2,2
18181,5295,1,382.8,2,1,2
13817,5300,2,382.98,2,2,2
12832,5303,2,383.03,3,2,2
15424,5525,2,383.34,5,3,2
14460,5381,4,383.34,4,4,2
15440,5325,3,383.68,3,3,2
12515,5624,1,383.7,5,2,2
12733,5505,1,383.95,5,2,2
16982,5331,1,384.06,3,1,2
17205,5324,1,384.08,3,1,2
17189,5377,2,384.4,4,3,2
17250,5274,2,384.52,1,2,2
13833,5430,1,384.8,4,1,2
17711,5281,2,385.1,1,2,2
13821,5415,2,385.64,4,3,2
14420,5356,2,385.87,4,3,2
14779,5551,3,386.15,5,3,2
14114,5544,2,386.53,5,3,2
17508,5551,1,387.31,5,2,2
17817,5275,3,387.68,1,3,2
17357,5295,2,388.14,2,2,2
14538,5335,2,388.25,3,2,2
16776,5331,1,388.28,3,1,2
17035,5516,3,388.33,5,3,2
13899,5287,2,388.52,2,2,2
15592,5317,1,388.58,3,1,2
17595,5283,2,388.79,2,2,2
12690,5476,1,389.01,5,1,2
15847,5309,2,389.27,3,2,2
13352,5278,2,389.28,1,2,2
16250,5532,2,389.44,5,3,2
14752,5314,1,389.64,3,1,2
17936,5276,1,389.84,1,1,2
14910,5273,7,389.86,1,4,2
17614,5328,1,390.07,3,1,2
13255,5274,3,390.66,1,3,2
16917,5547,1,391.52,5,2,2
15342,5387,2,391.76,4,3,2
15837,5335,1,391.98,3,1,2
14620,5475,3,393.28,5,3,2
14600,5576,1,393.33,5,2,2
17226,5579,1,393.49,5,2,2
15264,5335,1,393.74,3,1,2
15386,5457,1,394.14,5,1,2
16207,5296,1,394.38,2,1,2
18164,5302,2,394.7,2,2,2
16354,5334,2,395.8,3,2,2
18067,5311,1,396.33,3,1,2
15883,5273,2,396.48,1,2,2
17486,5532,1,396.87,5,2,2
13673,5289,2,396.92,2,2,2
13594,5323,1,396.97,3,1,2
12824,5330,1,397.12,3,1,2
17926,5404,2,397.29,4,3,2
14431,5569,2,397.76,5,3,2
12508,5297,2,398.27,2,2,2
17830,5272,3,398.7,1,3,2
15522,5303,2,398.84,3,2,2
18154,5274,2,399.19,1,2,2
15809,5306,6,399.21,3,4,2
13615,5583,2,399.99,5,3,2
14157,5290,3,400.43,2,3,2
12792,5527,1,400.54,5,2,2
16198,5346,1,400.68,4,1,2
16500,5275,6,400.86,1,4,2
15158,5316,1,401.4,3,1,2
12386,5608,2,401.9,5,3,2
17431,5584,1,403.3,5,2,2
12498,5292,3,403.7,2,3,2
16319,5488,1,404.4,5,1,2
15938,5383,5,404.58,4,4,2
17379,5282,1,404.66,2,1,2
12922,5432,1,405.38,4,1,2
18036,5303,3,405.62,3,3,2
16204,5294,1,405.71,2,1,2
14616,5513,3,406.08,5,3,2
16947,5506,1,406.48,5,2,2
15127,5336,1,406.53,3,1,2
15184,5300,2,406.76,2,2,2
16010,5516,3,407.5,5,3,2
17931,5405,2,408.36,4,3,2
16399,5290,2,408.57,2,2,2
15269,5294,1,408.8,2,1,2
16018,5310,2,408.9,3,2,2
16243,5304,2,409.1,3,2,2
15225,5505,1,409.4,5,2,2
12990,5302,3,409.5,3,3,2
14348,5531,1,409.57,5,2,2
12403,5320,2,409.7,3,2,2
12930,5349,4,409.9,4,4,2
15695,5537,2,409.98,5,3,2
15099,5355,1,410.48,4,1,2
12579,5344,3,410.72,4,3,2
15186,5285,2,411.41,2,2,2
14670,5551,2,411.53,5,3,2
17913,5329,2,411.6,3,2,2
16272,5387,1,411.7,4,1,2
15523,5355,1,412.01,4,1,2
13827,5328,3,412.05,3,3,2
12802,5454,2,412.58,5,3,2
16834,5498,1,413.46,5,2,2
13974,5320,1,413.59,3,1,2
17052,5299,1,413.75,2,1,2
14288,5483,2,413.85,5,3,2
17483,5336,3,414.04,3,3,2
13166,5553,2,414.7,5,3,2
12993,5294,4,414.76,2,4,2
16795,5636,1,414.88,5,2,2
15725,5286,1,415.25,2,1,2
12580,5517,1,415.7,5,2,2
14139,5317,1,415.82,3,1,2
15803,5322,1,415.82,3,1,2
